state,district,date,sex,age,ethnicity,population
Johor,Batu Pahat,2020,both,overall,overall,495300
Johor,Batu Pahat,2020,both,overall,bumi_malay,311300
Johor,Batu Pahat,2020,both,overall,bumi_other,5100
Johor,Batu Pahat,2020,both,overall,chinese,140100
Johor,Batu Pahat,2020,both,overall,indian,6900
Johor,Batu Pahat,2020,both,overall,other_citizen,1800
Johor,Batu Pahat,2020,both,overall,other_noncitizen,30200
Johor,Batu Pahat,2020,both,0-4,overall,30300
Johor,Batu Pahat,2020,both,0-4,bumi_malay,21300
Johor,Batu Pahat,2020,both,0-4,bumi_other,500
Johor,Batu Pahat,2020,both,0-4,chinese,8200
Johor,Batu Pahat,2020,both,0-4,indian,300
Johor,Batu Pahat,2020,both,0-4,other_citizen,0
Johor,Batu Pahat,2020,both,0-4,other_noncitizen,100
Johor,Batu Pahat,2020,both,5-9,overall,35600
Johor,Batu Pahat,2020,both,5-9,bumi_malay,24400
Johor,Batu Pahat,2020,both,5-9,bumi_other,400
Johor,Batu Pahat,2020,both,5-9,chinese,10300
Johor,Batu Pahat,2020,both,5-9,indian,400
Johor,Batu Pahat,2020,both,5-9,other_citizen,100
Johor,Batu Pahat,2020,both,5-9,other_noncitizen,100
Johor,Batu Pahat,2020,both,10-14,overall,40000
Johor,Batu Pahat,2020,both,10-14,bumi_malay,26900
Johor,Batu Pahat,2020,both,10-14,bumi_other,400
Johor,Batu Pahat,2020,both,10-14,chinese,12100
Johor,Batu Pahat,2020,both,10-14,indian,500
Johor,Batu Pahat,2020,both,10-14,other_citizen,100
Johor,Batu Pahat,2020,both,10-14,other_noncitizen,0
Johor,Batu Pahat,2020,both,15-19,overall,45000
Johor,Batu Pahat,2020,both,15-19,bumi_malay,30200
Johor,Batu Pahat,2020,both,15-19,bumi_other,600
Johor,Batu Pahat,2020,both,15-19,chinese,11600
Johor,Batu Pahat,2020,both,15-19,indian,700
Johor,Batu Pahat,2020,both,15-19,other_citizen,500
Johor,Batu Pahat,2020,both,15-19,other_noncitizen,1500
Johor,Batu Pahat,2020,both,20-24,overall,49000
Johor,Batu Pahat,2020,both,20-24,bumi_malay,29400
Johor,Batu Pahat,2020,both,20-24,bumi_other,400
Johor,Batu Pahat,2020,both,20-24,chinese,12100
Johor,Batu Pahat,2020,both,20-24,indian,600
Johor,Batu Pahat,2020,both,20-24,other_citizen,300
Johor,Batu Pahat,2020,both,20-24,other_noncitizen,6100
Johor,Batu Pahat,2020,both,25-29,overall,45300
Johor,Batu Pahat,2020,both,25-29,bumi_malay,26400
Johor,Batu Pahat,2020,both,25-29,bumi_other,300
Johor,Batu Pahat,2020,both,25-29,chinese,11300
Johor,Batu Pahat,2020,both,25-29,indian,600
Johor,Batu Pahat,2020,both,25-29,other_citizen,100
Johor,Batu Pahat,2020,both,25-29,other_noncitizen,6600
Johor,Batu Pahat,2020,both,30-34,overall,43100
Johor,Batu Pahat,2020,both,30-34,bumi_malay,26700
Johor,Batu Pahat,2020,both,30-34,bumi_other,500
Johor,Batu Pahat,2020,both,30-34,chinese,10800
Johor,Batu Pahat,2020,both,30-34,indian,600
Johor,Batu Pahat,2020,both,30-34,other_citizen,100
Johor,Batu Pahat,2020,both,30-34,other_noncitizen,4400
Johor,Batu Pahat,2020,both,35-39,overall,40400
Johor,Batu Pahat,2020,both,35-39,bumi_malay,25400
Johor,Batu Pahat,2020,both,35-39,bumi_other,600
Johor,Batu Pahat,2020,both,35-39,chinese,10700
Johor,Batu Pahat,2020,both,35-39,indian,700
Johor,Batu Pahat,2020,both,35-39,other_citizen,100
Johor,Batu Pahat,2020,both,35-39,other_noncitizen,3100
Johor,Batu Pahat,2020,both,40-44,overall,32700
Johor,Batu Pahat,2020,both,40-44,bumi_malay,19500
Johor,Batu Pahat,2020,both,40-44,bumi_other,400
Johor,Batu Pahat,2020,both,40-44,chinese,10000
Johor,Batu Pahat,2020,both,40-44,indian,600
Johor,Batu Pahat,2020,both,40-44,other_citizen,200
Johor,Batu Pahat,2020,both,40-44,other_noncitizen,2100
Johor,Batu Pahat,2020,both,45-49,overall,29700
Johor,Batu Pahat,2020,both,45-49,bumi_malay,17600
Johor,Batu Pahat,2020,both,45-49,bumi_other,300
Johor,Batu Pahat,2020,both,45-49,chinese,9700
Johor,Batu Pahat,2020,both,45-49,indian,500
Johor,Batu Pahat,2020,both,45-49,other_citizen,100
Johor,Batu Pahat,2020,both,45-49,other_noncitizen,1500
Johor,Batu Pahat,2020,both,50-54,overall,27100
Johor,Batu Pahat,2020,both,50-54,bumi_malay,16400
Johor,Batu Pahat,2020,both,50-54,bumi_other,200
Johor,Batu Pahat,2020,both,50-54,chinese,9100
Johor,Batu Pahat,2020,both,50-54,indian,400
Johor,Batu Pahat,2020,both,50-54,other_citizen,100
Johor,Batu Pahat,2020,both,50-54,other_noncitizen,1000
Johor,Batu Pahat,2020,both,55-59,overall,24300
Johor,Batu Pahat,2020,both,55-59,bumi_malay,14900
Johor,Batu Pahat,2020,both,55-59,bumi_other,200
Johor,Batu Pahat,2020,both,55-59,chinese,8100
Johor,Batu Pahat,2020,both,55-59,indian,400
Johor,Batu Pahat,2020,both,55-59,other_citizen,100
Johor,Batu Pahat,2020,both,55-59,other_noncitizen,800
Johor,Batu Pahat,2020,both,60-64,overall,20300
Johor,Batu Pahat,2020,both,60-64,bumi_malay,12200
Johor,Batu Pahat,2020,both,60-64,bumi_other,100
Johor,Batu Pahat,2020,both,60-64,chinese,7100
Johor,Batu Pahat,2020,both,60-64,indian,300
Johor,Batu Pahat,2020,both,60-64,other_citizen,100
Johor,Batu Pahat,2020,both,60-64,other_noncitizen,500
Johor,Batu Pahat,2020,both,65-69,overall,12700
Johor,Batu Pahat,2020,both,65-69,bumi_malay,8000
Johor,Batu Pahat,2020,both,65-69,bumi_other,100
Johor,Batu Pahat,2020,both,65-69,chinese,3300
Johor,Batu Pahat,2020,both,65-69,indian,200
Johor,Batu Pahat,2020,both,65-69,other_citizen,100
Johor,Batu Pahat,2020,both,65-69,other_noncitizen,900
Johor,Batu Pahat,2020,both,70-74,overall,8800
Johor,Batu Pahat,2020,both,70-74,bumi_malay,5400
Johor,Batu Pahat,2020,both,70-74,bumi_other,100
Johor,Batu Pahat,2020,both,70-74,chinese,2600
Johor,Batu Pahat,2020,both,70-74,indian,100
Johor,Batu Pahat,2020,both,70-74,other_citizen,0
Johor,Batu Pahat,2020,both,70-74,other_noncitizen,600
Johor,Batu Pahat,2020,both,75-79,overall,5100
Johor,Batu Pahat,2020,both,75-79,bumi_malay,3000
Johor,Batu Pahat,2020,both,75-79,bumi_other,100
Johor,Batu Pahat,2020,both,75-79,chinese,1600
Johor,Batu Pahat,2020,both,75-79,indian,100
Johor,Batu Pahat,2020,both,75-79,other_citizen,0
Johor,Batu Pahat,2020,both,75-79,other_noncitizen,300
Johor,Batu Pahat,2020,both,80-84,overall,3300
Johor,Batu Pahat,2020,both,80-84,bumi_malay,1800
Johor,Batu Pahat,2020,both,80-84,bumi_other,0
Johor,Batu Pahat,2020,both,80-84,chinese,1000
Johor,Batu Pahat,2020,both,80-84,indian,0
Johor,Batu Pahat,2020,both,80-84,other_citizen,0
Johor,Batu Pahat,2020,both,80-84,other_noncitizen,300
Johor,Batu Pahat,2020,both,85+,overall,2600
Johor,Batu Pahat,2020,both,85+,bumi_malay,1600
Johor,Batu Pahat,2020,both,85+,bumi_other,100
Johor,Batu Pahat,2020,both,85+,chinese,600
Johor,Batu Pahat,2020,both,85+,indian,0
Johor,Batu Pahat,2020,both,85+,other_citizen,0
Johor,Batu Pahat,2020,both,85+,other_noncitizen,400
Johor,Batu Pahat,2020,female,overall,overall,233700
Johor,Batu Pahat,2020,female,overall,bumi_malay,154300
Johor,Batu Pahat,2020,female,overall,bumi_other,2500
Johor,Batu Pahat,2020,female,overall,chinese,68500
Johor,Batu Pahat,2020,female,overall,indian,3200
Johor,Batu Pahat,2020,female,overall,other_citizen,500
Johor,Batu Pahat,2020,female,overall,other_noncitizen,4600
Johor,Batu Pahat,2020,female,0-4,overall,15300
Johor,Batu Pahat,2020,female,0-4,bumi_malay,10600
Johor,Batu Pahat,2020,female,0-4,bumi_other,200
Johor,Batu Pahat,2020,female,0-4,chinese,4200
Johor,Batu Pahat,2020,female,0-4,indian,200
Johor,Batu Pahat,2020,female,0-4,other_citizen,0
Johor,Batu Pahat,2020,female,0-4,other_noncitizen,0
Johor,Batu Pahat,2020,female,5-9,overall,17100
Johor,Batu Pahat,2020,female,5-9,bumi_malay,11800
Johor,Batu Pahat,2020,female,5-9,bumi_other,200
Johor,Batu Pahat,2020,female,5-9,chinese,4900
Johor,Batu Pahat,2020,female,5-9,indian,200
Johor,Batu Pahat,2020,female,5-9,other_citizen,0
Johor,Batu Pahat,2020,female,5-9,other_noncitizen,0
Johor,Batu Pahat,2020,female,10-14,overall,19400
Johor,Batu Pahat,2020,female,10-14,bumi_malay,13200
Johor,Batu Pahat,2020,female,10-14,bumi_other,200
Johor,Batu Pahat,2020,female,10-14,chinese,5800
Johor,Batu Pahat,2020,female,10-14,indian,200
Johor,Batu Pahat,2020,female,10-14,other_citizen,0
Johor,Batu Pahat,2020,female,10-14,other_noncitizen,0
Johor,Batu Pahat,2020,female,15-19,overall,21500
Johor,Batu Pahat,2020,female,15-19,bumi_malay,14800
Johor,Batu Pahat,2020,female,15-19,bumi_other,300
Johor,Batu Pahat,2020,female,15-19,chinese,5700
Johor,Batu Pahat,2020,female,15-19,indian,300
Johor,Batu Pahat,2020,female,15-19,other_citizen,100
Johor,Batu Pahat,2020,female,15-19,other_noncitizen,200
Johor,Batu Pahat,2020,female,20-24,overall,21500
Johor,Batu Pahat,2020,female,20-24,bumi_malay,14300
Johor,Batu Pahat,2020,female,20-24,bumi_other,200
Johor,Batu Pahat,2020,female,20-24,chinese,5800
Johor,Batu Pahat,2020,female,20-24,indian,300
Johor,Batu Pahat,2020,female,20-24,other_citizen,100
Johor,Batu Pahat,2020,female,20-24,other_noncitizen,800
Johor,Batu Pahat,2020,female,25-29,overall,19800
Johor,Batu Pahat,2020,female,25-29,bumi_malay,13000
Johor,Batu Pahat,2020,female,25-29,bumi_other,200
Johor,Batu Pahat,2020,female,25-29,chinese,5600
Johor,Batu Pahat,2020,female,25-29,indian,300
Johor,Batu Pahat,2020,female,25-29,other_citizen,100
Johor,Batu Pahat,2020,female,25-29,other_noncitizen,600
Johor,Batu Pahat,2020,female,30-34,overall,19400
Johor,Batu Pahat,2020,female,30-34,bumi_malay,13100
Johor,Batu Pahat,2020,female,30-34,bumi_other,200
Johor,Batu Pahat,2020,female,30-34,chinese,5300
Johor,Batu Pahat,2020,female,30-34,indian,200
Johor,Batu Pahat,2020,female,30-34,other_citizen,0
Johor,Batu Pahat,2020,female,30-34,other_noncitizen,500
Johor,Batu Pahat,2020,female,35-39,overall,18900
Johor,Batu Pahat,2020,female,35-39,bumi_malay,12700
Johor,Batu Pahat,2020,female,35-39,bumi_other,300
Johor,Batu Pahat,2020,female,35-39,chinese,5200
Johor,Batu Pahat,2020,female,35-39,indian,300
Johor,Batu Pahat,2020,female,35-39,other_citizen,0
Johor,Batu Pahat,2020,female,35-39,other_noncitizen,400
Johor,Batu Pahat,2020,female,40-44,overall,15100
Johor,Batu Pahat,2020,female,40-44,bumi_malay,9600
Johor,Batu Pahat,2020,female,40-44,bumi_other,100
Johor,Batu Pahat,2020,female,40-44,chinese,4900
Johor,Batu Pahat,2020,female,40-44,indian,300
Johor,Batu Pahat,2020,female,40-44,other_citizen,0
Johor,Batu Pahat,2020,female,40-44,other_noncitizen,300
Johor,Batu Pahat,2020,female,45-49,overall,14200
Johor,Batu Pahat,2020,female,45-49,bumi_malay,8900
Johor,Batu Pahat,2020,female,45-49,bumi_other,100
Johor,Batu Pahat,2020,female,45-49,chinese,4800
Johor,Batu Pahat,2020,female,45-49,indian,200
Johor,Batu Pahat,2020,female,45-49,other_citizen,0
Johor,Batu Pahat,2020,female,45-49,other_noncitizen,200
Johor,Batu Pahat,2020,female,50-54,overall,13400
Johor,Batu Pahat,2020,female,50-54,bumi_malay,8400
Johor,Batu Pahat,2020,female,50-54,bumi_other,100
Johor,Batu Pahat,2020,female,50-54,chinese,4500
Johor,Batu Pahat,2020,female,50-54,indian,200
Johor,Batu Pahat,2020,female,50-54,other_citizen,0
Johor,Batu Pahat,2020,female,50-54,other_noncitizen,200
Johor,Batu Pahat,2020,female,55-59,overall,11700
Johor,Batu Pahat,2020,female,55-59,bumi_malay,7500
Johor,Batu Pahat,2020,female,55-59,bumi_other,100
Johor,Batu Pahat,2020,female,55-59,chinese,3800
Johor,Batu Pahat,2020,female,55-59,indian,200
Johor,Batu Pahat,2020,female,55-59,other_citizen,0
Johor,Batu Pahat,2020,female,55-59,other_noncitizen,100
Johor,Batu Pahat,2020,female,60-64,overall,10100
Johor,Batu Pahat,2020,female,60-64,bumi_malay,6300
Johor,Batu Pahat,2020,female,60-64,bumi_other,100
Johor,Batu Pahat,2020,female,60-64,chinese,3600
Johor,Batu Pahat,2020,female,60-64,indian,100
Johor,Batu Pahat,2020,female,60-64,other_citizen,0
Johor,Batu Pahat,2020,female,60-64,other_noncitizen,100
Johor,Batu Pahat,2020,female,65-69,overall,6400
Johor,Batu Pahat,2020,female,65-69,bumi_malay,4100
Johor,Batu Pahat,2020,female,65-69,bumi_other,100
Johor,Batu Pahat,2020,female,65-69,chinese,1600
Johor,Batu Pahat,2020,female,65-69,indian,100
Johor,Batu Pahat,2020,female,65-69,other_citizen,100
Johor,Batu Pahat,2020,female,65-69,other_noncitizen,500
Johor,Batu Pahat,2020,female,70-74,overall,4500
Johor,Batu Pahat,2020,female,70-74,bumi_malay,2800
Johor,Batu Pahat,2020,female,70-74,bumi_other,0
Johor,Batu Pahat,2020,female,70-74,chinese,1300
Johor,Batu Pahat,2020,female,70-74,indian,100
Johor,Batu Pahat,2020,female,70-74,other_citizen,0
Johor,Batu Pahat,2020,female,70-74,other_noncitizen,300
Johor,Batu Pahat,2020,female,75-79,overall,2600
Johor,Batu Pahat,2020,female,75-79,bumi_malay,1600
Johor,Batu Pahat,2020,female,75-79,bumi_other,0
Johor,Batu Pahat,2020,female,75-79,chinese,800
Johor,Batu Pahat,2020,female,75-79,indian,0
Johor,Batu Pahat,2020,female,75-79,other_citizen,0
Johor,Batu Pahat,2020,female,75-79,other_noncitizen,200
Johor,Batu Pahat,2020,female,80-84,overall,1700
Johor,Batu Pahat,2020,female,80-84,bumi_malay,1000
Johor,Batu Pahat,2020,female,80-84,bumi_other,0
Johor,Batu Pahat,2020,female,80-84,chinese,500
Johor,Batu Pahat,2020,female,80-84,indian,0
Johor,Batu Pahat,2020,female,80-84,other_citizen,0
Johor,Batu Pahat,2020,female,80-84,other_noncitizen,200
Johor,Batu Pahat,2020,female,85+,overall,1200
Johor,Batu Pahat,2020,female,85+,bumi_malay,800
Johor,Batu Pahat,2020,female,85+,bumi_other,0
Johor,Batu Pahat,2020,female,85+,chinese,200
Johor,Batu Pahat,2020,female,85+,indian,0
Johor,Batu Pahat,2020,female,85+,other_citizen,0
Johor,Batu Pahat,2020,female,85+,other_noncitizen,100
Johor,Batu Pahat,2020,male,overall,overall,261600
Johor,Batu Pahat,2020,male,overall,bumi_malay,156900
Johor,Batu Pahat,2020,male,overall,bumi_other,2600
Johor,Batu Pahat,2020,male,overall,chinese,71600
Johor,Batu Pahat,2020,male,overall,indian,3700
Johor,Batu Pahat,2020,male,overall,other_citizen,1200
Johor,Batu Pahat,2020,male,overall,other_noncitizen,25600
Johor,Batu Pahat,2020,male,0-4,overall,15000
Johor,Batu Pahat,2020,male,0-4,bumi_malay,10600
Johor,Batu Pahat,2020,male,0-4,bumi_other,200
Johor,Batu Pahat,2020,male,0-4,chinese,4000
Johor,Batu Pahat,2020,male,0-4,indian,100
Johor,Batu Pahat,2020,male,0-4,other_citizen,0
Johor,Batu Pahat,2020,male,0-4,other_noncitizen,0
Johor,Batu Pahat,2020,male,5-9,overall,18500
Johor,Batu Pahat,2020,male,5-9,bumi_malay,12600
Johor,Batu Pahat,2020,male,5-9,bumi_other,200
Johor,Batu Pahat,2020,male,5-9,chinese,5400
Johor,Batu Pahat,2020,male,5-9,indian,200
Johor,Batu Pahat,2020,male,5-9,other_citizen,0
Johor,Batu Pahat,2020,male,5-9,other_noncitizen,0
Johor,Batu Pahat,2020,male,10-14,overall,20600
Johor,Batu Pahat,2020,male,10-14,bumi_malay,13800
Johor,Batu Pahat,2020,male,10-14,bumi_other,200
Johor,Batu Pahat,2020,male,10-14,chinese,6300
Johor,Batu Pahat,2020,male,10-14,indian,300
Johor,Batu Pahat,2020,male,10-14,other_citizen,0
Johor,Batu Pahat,2020,male,10-14,other_noncitizen,0
Johor,Batu Pahat,2020,male,15-19,overall,23500
Johor,Batu Pahat,2020,male,15-19,bumi_malay,15400
Johor,Batu Pahat,2020,male,15-19,bumi_other,300
Johor,Batu Pahat,2020,male,15-19,chinese,5900
Johor,Batu Pahat,2020,male,15-19,indian,400
Johor,Batu Pahat,2020,male,15-19,other_citizen,400
Johor,Batu Pahat,2020,male,15-19,other_noncitizen,1200
Johor,Batu Pahat,2020,male,20-24,overall,27500
Johor,Batu Pahat,2020,male,20-24,bumi_malay,15100
Johor,Batu Pahat,2020,male,20-24,bumi_other,100
Johor,Batu Pahat,2020,male,20-24,chinese,6300
Johor,Batu Pahat,2020,male,20-24,indian,400
Johor,Batu Pahat,2020,male,20-24,other_citizen,200
Johor,Batu Pahat,2020,male,20-24,other_noncitizen,5400
Johor,Batu Pahat,2020,male,25-29,overall,25600
Johor,Batu Pahat,2020,male,25-29,bumi_malay,13400
Johor,Batu Pahat,2020,male,25-29,bumi_other,100
Johor,Batu Pahat,2020,male,25-29,chinese,5700
Johor,Batu Pahat,2020,male,25-29,indian,300
Johor,Batu Pahat,2020,male,25-29,other_citizen,0
Johor,Batu Pahat,2020,male,25-29,other_noncitizen,6000
Johor,Batu Pahat,2020,male,30-34,overall,23700
Johor,Batu Pahat,2020,male,30-34,bumi_malay,13600
Johor,Batu Pahat,2020,male,30-34,bumi_other,300
Johor,Batu Pahat,2020,male,30-34,chinese,5500
Johor,Batu Pahat,2020,male,30-34,indian,300
Johor,Batu Pahat,2020,male,30-34,other_citizen,100
Johor,Batu Pahat,2020,male,30-34,other_noncitizen,3900
Johor,Batu Pahat,2020,male,35-39,overall,21600
Johor,Batu Pahat,2020,male,35-39,bumi_malay,12700
Johor,Batu Pahat,2020,male,35-39,bumi_other,300
Johor,Batu Pahat,2020,male,35-39,chinese,5500
Johor,Batu Pahat,2020,male,35-39,indian,400
Johor,Batu Pahat,2020,male,35-39,other_citizen,0
Johor,Batu Pahat,2020,male,35-39,other_noncitizen,2700
Johor,Batu Pahat,2020,male,40-44,overall,17600
Johor,Batu Pahat,2020,male,40-44,bumi_malay,9900
Johor,Batu Pahat,2020,male,40-44,bumi_other,300
Johor,Batu Pahat,2020,male,40-44,chinese,5100
Johor,Batu Pahat,2020,male,40-44,indian,300
Johor,Batu Pahat,2020,male,40-44,other_citizen,100
Johor,Batu Pahat,2020,male,40-44,other_noncitizen,1800
Johor,Batu Pahat,2020,male,45-49,overall,15500
Johor,Batu Pahat,2020,male,45-49,bumi_malay,8800
Johor,Batu Pahat,2020,male,45-49,bumi_other,200
Johor,Batu Pahat,2020,male,45-49,chinese,4900
Johor,Batu Pahat,2020,male,45-49,indian,200
Johor,Batu Pahat,2020,male,45-49,other_citizen,100
Johor,Batu Pahat,2020,male,45-49,other_noncitizen,1200
Johor,Batu Pahat,2020,male,50-54,overall,13800
Johor,Batu Pahat,2020,male,50-54,bumi_malay,8000
Johor,Batu Pahat,2020,male,50-54,bumi_other,100
Johor,Batu Pahat,2020,male,50-54,chinese,4500
Johor,Batu Pahat,2020,male,50-54,indian,200
Johor,Batu Pahat,2020,male,50-54,other_citizen,100
Johor,Batu Pahat,2020,male,50-54,other_noncitizen,800
Johor,Batu Pahat,2020,male,55-59,overall,12700
Johor,Batu Pahat,2020,male,55-59,bumi_malay,7500
Johor,Batu Pahat,2020,male,55-59,bumi_other,100
Johor,Batu Pahat,2020,male,55-59,chinese,4200
Johor,Batu Pahat,2020,male,55-59,indian,200
Johor,Batu Pahat,2020,male,55-59,other_citizen,0
Johor,Batu Pahat,2020,male,55-59,other_noncitizen,700
Johor,Batu Pahat,2020,male,60-64,overall,10100
Johor,Batu Pahat,2020,male,60-64,bumi_malay,6000
Johor,Batu Pahat,2020,male,60-64,bumi_other,100
Johor,Batu Pahat,2020,male,60-64,chinese,3500
Johor,Batu Pahat,2020,male,60-64,indian,100
Johor,Batu Pahat,2020,male,60-64,other_citizen,100
Johor,Batu Pahat,2020,male,60-64,other_noncitizen,400
Johor,Batu Pahat,2020,male,65-69,overall,6300
Johor,Batu Pahat,2020,male,65-69,bumi_malay,3900
Johor,Batu Pahat,2020,male,65-69,bumi_other,100
Johor,Batu Pahat,2020,male,65-69,chinese,1700
Johor,Batu Pahat,2020,male,65-69,indian,100
Johor,Batu Pahat,2020,male,65-69,other_citizen,100
Johor,Batu Pahat,2020,male,65-69,other_noncitizen,400
Johor,Batu Pahat,2020,male,70-74,overall,4400
Johor,Batu Pahat,2020,male,70-74,bumi_malay,2600
Johor,Batu Pahat,2020,male,70-74,bumi_other,0
Johor,Batu Pahat,2020,male,70-74,chinese,1300
Johor,Batu Pahat,2020,male,70-74,indian,100
Johor,Batu Pahat,2020,male,70-74,other_citizen,0
Johor,Batu Pahat,2020,male,70-74,other_noncitizen,300
Johor,Batu Pahat,2020,male,75-79,overall,2500
Johor,Batu Pahat,2020,male,75-79,bumi_malay,1400
Johor,Batu Pahat,2020,male,75-79,bumi_other,0
Johor,Batu Pahat,2020,male,75-79,chinese,800
Johor,Batu Pahat,2020,male,75-79,indian,0
Johor,Batu Pahat,2020,male,75-79,other_citizen,0
Johor,Batu Pahat,2020,male,75-79,other_noncitizen,200
Johor,Batu Pahat,2020,male,80-84,overall,1600
Johor,Batu Pahat,2020,male,80-84,bumi_malay,800
Johor,Batu Pahat,2020,male,80-84,bumi_other,0
Johor,Batu Pahat,2020,male,80-84,chinese,500
Johor,Batu Pahat,2020,male,80-84,indian,0
Johor,Batu Pahat,2020,male,80-84,other_citizen,0
Johor,Batu Pahat,2020,male,80-84,other_noncitizen,200
Johor,Batu Pahat,2020,male,85+,overall,1400
Johor,Batu Pahat,2020,male,85+,bumi_malay,800
Johor,Batu Pahat,2020,male,85+,bumi_other,0
Johor,Batu Pahat,2020,male,85+,chinese,400
Johor,Batu Pahat,2020,male,85+,indian,0
Johor,Batu Pahat,2020,male,85+,other_citizen,0
Johor,Batu Pahat,2020,male,85+,other_noncitizen,200
Johor,Johor Bahru,2020,both,overall,overall,1711200
Johor,Johor Bahru,2020,both,overall,bumi_malay,794400
Johor,Johor Bahru,2020,both,overall,bumi_other,32400
Johor,Johor Bahru,2020,both,overall,chinese,606300
Johor,Johor Bahru,2020,both,overall,indian,145000
Johor,Johor Bahru,2020,both,overall,other_citizen,10000
Johor,Johor Bahru,2020,both,overall,other_noncitizen,123200
Johor,Johor Bahru,2020,both,0-4,overall,158700
Johor,Johor Bahru,2020,both,0-4,bumi_malay,91000
Johor,Johor Bahru,2020,both,0-4,bumi_other,3400
Johor,Johor Bahru,2020,both,0-4,chinese,49700
Johor,Johor Bahru,2020,both,0-4,indian,12800
Johor,Johor Bahru,2020,both,0-4,other_citizen,800
Johor,Johor Bahru,2020,both,0-4,other_noncitizen,1000
Johor,Johor Bahru,2020,both,5-9,overall,149900
Johor,Johor Bahru,2020,both,5-9,bumi_malay,80200
Johor,Johor Bahru,2020,both,5-9,bumi_other,3200
Johor,Johor Bahru,2020,both,5-9,chinese,51300
Johor,Johor Bahru,2020,both,5-9,indian,13300
Johor,Johor Bahru,2020,both,5-9,other_citizen,700
Johor,Johor Bahru,2020,both,5-9,other_noncitizen,1200
Johor,Johor Bahru,2020,both,10-14,overall,141800
Johor,Johor Bahru,2020,both,10-14,bumi_malay,73400
Johor,Johor Bahru,2020,both,10-14,bumi_other,3100
Johor,Johor Bahru,2020,both,10-14,chinese,50200
Johor,Johor Bahru,2020,both,10-14,indian,13500
Johor,Johor Bahru,2020,both,10-14,other_citizen,800
Johor,Johor Bahru,2020,both,10-14,other_noncitizen,800
Johor,Johor Bahru,2020,both,15-19,overall,142000
Johor,Johor Bahru,2020,both,15-19,bumi_malay,69900
Johor,Johor Bahru,2020,both,15-19,bumi_other,3400
Johor,Johor Bahru,2020,both,15-19,chinese,48400
Johor,Johor Bahru,2020,both,15-19,indian,12300
Johor,Johor Bahru,2020,both,15-19,other_citizen,2200
Johor,Johor Bahru,2020,both,15-19,other_noncitizen,6000
Johor,Johor Bahru,2020,both,20-24,overall,158900
Johor,Johor Bahru,2020,both,20-24,bumi_malay,68000
Johor,Johor Bahru,2020,both,20-24,bumi_other,2300
Johor,Johor Bahru,2020,both,20-24,chinese,50600
Johor,Johor Bahru,2020,both,20-24,indian,11900
Johor,Johor Bahru,2020,both,20-24,other_citizen,1300
Johor,Johor Bahru,2020,both,20-24,other_noncitizen,24800
Johor,Johor Bahru,2020,both,25-29,overall,147700
Johor,Johor Bahru,2020,both,25-29,bumi_malay,61000
Johor,Johor Bahru,2020,both,25-29,bumi_other,1800
Johor,Johor Bahru,2020,both,25-29,chinese,47300
Johor,Johor Bahru,2020,both,25-29,indian,11300
Johor,Johor Bahru,2020,both,25-29,other_citizen,600
Johor,Johor Bahru,2020,both,25-29,other_noncitizen,25800
Johor,Johor Bahru,2020,both,30-34,overall,137900
Johor,Johor Bahru,2020,both,30-34,bumi_malay,61800
Johor,Johor Bahru,2020,both,30-34,bumi_other,2900
Johor,Johor Bahru,2020,both,30-34,chinese,44900
Johor,Johor Bahru,2020,both,30-34,indian,10200
Johor,Johor Bahru,2020,both,30-34,other_citizen,400
Johor,Johor Bahru,2020,both,30-34,other_noncitizen,17700
Johor,Johor Bahru,2020,both,35-39,overall,131100
Johor,Johor Bahru,2020,both,35-39,bumi_malay,58700
Johor,Johor Bahru,2020,both,35-39,bumi_other,3400
Johor,Johor Bahru,2020,both,35-39,chinese,44500
Johor,Johor Bahru,2020,both,35-39,indian,11800
Johor,Johor Bahru,2020,both,35-39,other_citizen,300
Johor,Johor Bahru,2020,both,35-39,other_noncitizen,12400
Johor,Johor Bahru,2020,both,40-44,overall,109100
Johor,Johor Bahru,2020,both,40-44,bumi_malay,45100
Johor,Johor Bahru,2020,both,40-44,bumi_other,2500
Johor,Johor Bahru,2020,both,40-44,chinese,41700
Johor,Johor Bahru,2020,both,40-44,indian,10800
Johor,Johor Bahru,2020,both,40-44,other_citizen,700
Johor,Johor Bahru,2020,both,40-44,other_noncitizen,8300
Johor,Johor Bahru,2020,both,45-49,overall,98500
Johor,Johor Bahru,2020,both,45-49,bumi_malay,40800
Johor,Johor Bahru,2020,both,45-49,bumi_other,1900
Johor,Johor Bahru,2020,both,45-49,chinese,40400
Johor,Johor Bahru,2020,both,45-49,indian,8800
Johor,Johor Bahru,2020,both,45-49,other_citizen,500
Johor,Johor Bahru,2020,both,45-49,other_noncitizen,6100
Johor,Johor Bahru,2020,both,50-54,overall,89200
Johor,Johor Bahru,2020,both,50-54,bumi_malay,37800
Johor,Johor Bahru,2020,both,50-54,bumi_other,1300
Johor,Johor Bahru,2020,both,50-54,chinese,37700
Johor,Johor Bahru,2020,both,50-54,indian,7800
Johor,Johor Bahru,2020,both,50-54,other_citizen,400
Johor,Johor Bahru,2020,both,50-54,other_noncitizen,4200
Johor,Johor Bahru,2020,both,55-59,overall,79300
Johor,Johor Bahru,2020,both,55-59,bumi_malay,34500
Johor,Johor Bahru,2020,both,55-59,bumi_other,900
