state,district,date,ethnicity,population,total_population_in_district,population_ratio_in_district
Negeri Sembilan,Tampin,2020,bumi_malay,50100,88000,56.93
Negeri Sembilan,Tampin,2020,chinese,19300,88000,21.93
Negeri Sembilan,Tampin,2020,indian,11600,88000,13.18
Negeri Sembilan,Tampin,2020,other_noncitizen,4800,88000,5.45
Negeri Sembilan,Tampin,2020,bumi_other,2000,88000,2.27
Negeri Sembilan,Tampin,2020,other_citizen,200,88000,0.23
Negeri Sembilan,Seremban,2020,bumi_malay,377900,692300,54.59
Negeri Sembilan,Seremban,2020,chinese,154900,692300,22.37
Negeri Sembilan,Seremban,2020,indian,102500,692300,14.81
Negeri Sembilan,Seremban,2020,other_noncitizen,45000,692300,6.5
Negeri Sembilan,Seremban,2020,bumi_other,8300,692300,1.2
Negeri Sembilan,Seremban,2020,other_citizen,3700,692300,0.53
Negeri Sembilan,Rembau,2020,bumi_malay,38300,47400,80.8
Negeri Sembilan,Rembau,2020,indian,3800,47400,8.02
Negeri Sembilan,Rembau,2020,chinese,2300,47400,4.85
Negeri Sembilan,Rembau,2020,other_noncitizen,1800,47400,3.8
Negeri Sembilan,Rembau,2020,bumi_other,1100,47400,2.32
Negeri Sembilan,Rembau,2020,other_citizen,100,47400,0.21
Negeri Sembilan,Port Dickson,2020,bumi_malay,65400,128700,50.82
Negeri Sembilan,Port Dickson,2020,chinese,31200,128700,24.24
Negeri Sembilan,Port Dickson,2020,indian,22900,128700,17.79
Negeri Sembilan,Port Dickson,2020,other_noncitizen,6100,128700,4.74
Negeri Sembilan,Port Dickson,2020,bumi_other,2300,128700,1.79
Negeri Sembilan,Port Dickson,2020,other_citizen,800,128700,0.62
Negeri Sembilan,Kuala Pilah,2020,bumi_malay,53800,70300,76.53
Negeri Sembilan,Kuala Pilah,2020,chinese,9200,70300,13.09
Negeri Sembilan,Kuala Pilah,2020,indian,3600,70300,5.12
Negeri Sembilan,Kuala Pilah,2020,other_noncitizen,1800,70300,2.56
Negeri Sembilan,Kuala Pilah,2020,bumi_other,1700,70300,2.42
Negeri Sembilan,Kuala Pilah,2020,other_citizen,200,70300,0.28
Negeri Sembilan,Jempol,2020,bumi_malay,80600,127300,63.32
Negeri Sembilan,Jempol,2020,chinese,21100,127300,16.58
Negeri Sembilan,Jempol,2020,indian,15500,127300,12.18
Negeri Sembilan,Jempol,2020,other_noncitizen,5400,127300,4.24
Negeri Sembilan,Jempol,2020,bumi_other,4200,127300,3.3
Negeri Sembilan,Jempol,2020,other_citizen,500,127300,0.39
Negeri Sembilan,Jelebu,2020,bumi_malay,27100,46000,58.91
Negeri Sembilan,Jelebu,2020,chinese,10400,46000,22.61
Negeri Sembilan,Jelebu,2020,bumi_other,3600,46000,7.83
Negeri Sembilan,Jelebu,2020,other_noncitizen,2900,46000,6.3
Negeri Sembilan,Jelebu,2020,indian,1800,46000,3.91
Negeri Sembilan,Jelebu,2020,other_citizen,200,46000,0.43
