state,district,date,ethnicity,population,total_population_in_district,population_ratio_in_district
Sabah,Tuaran,2024,bumi_other,114000,142200,80.17
Sabah,Tuaran,2024,bumi_malay,14300,142200,10.06
Sabah,Tuaran,2024,other_noncitizen,9800,142200,6.89
Sabah,Tuaran,2024,chinese,2800,142200,1.97
Sabah,Tuaran,2024,other_citizen,1100,142200,0.77
Sabah,Tuaran,2024,indian,200,142200,0.14
Sabah,Tongod,2024,bumi_other,26700,45000,59.33
Sabah,Tongod,2024,other_noncitizen,17600,45000,39.11
Sabah,Tongod,2024,bumi_malay,400,45000,0.89
Sabah,Tongod,2024,chinese,200,45000,0.44
Sabah,Tongod,2024,other_citizen,100,45000,0.22
Sabah,Tongod,2024,indian,0,45000,0.0
Sabah,Tenom,2024,bumi_other,44700,53600,83.4
Sabah,Tenom,2024,bumi_malay,3900,53600,7.28
Sabah,Tenom,2024,other_noncitizen,3300,53600,6.16
Sabah,Tenom,2024,chinese,1500,53600,2.8
Sabah,Tenom,2024,other_citizen,200,53600,0.37
Sabah,Tenom,2024,indian,0,53600,0.0
Sabah,Telupid,2024,bumi_other,17100,31200,54.81
Sabah,Telupid,2024,other_noncitizen,12800,31200,41.03
Sabah,Telupid,2024,other_citizen,600,31200,1.92
Sabah,Telupid,2024,bumi_malay,500,31200,1.6
Sabah,Telupid,2024,chinese,100,31200,0.32
Sabah,Telupid,2024,indian,100,31200,0.32
Sabah,Tawau,2024,bumi_other,190300,413600,46.01
Sabah,Tawau,2024,other_noncitizen,142000,413600,34.33
Sabah,Tawau,2024,chinese,36500,413600,8.82
Sabah,Tawau,2024,bumi_malay,33600,413600,8.12
Sabah,Tawau,2024,other_citizen,10600,413600,2.56
Sabah,Tawau,2024,indian,600,413600,0.15
Sabah,Tambunan,2024,bumi_other,31000,33400,92.81
Sabah,Tambunan,2024,other_noncitizen,1800,33400,5.39
Sabah,Tambunan,2024,bumi_malay,300,33400,0.9
Sabah,Tambunan,2024,chinese,200,33400,0.6
Sabah,Tambunan,2024,other_citizen,100,33400,0.3
Sabah,Tambunan,2024,indian,0,33400,0.0
Sabah,Sipitang,2024,bumi_other,22900,40500,56.54
Sabah,Sipitang,2024,bumi_malay,11100,40500,27.41
Sabah,Sipitang,2024,other_noncitizen,5700,40500,14.07
Sabah,Sipitang,2024,chinese,500,40500,1.23
Sabah,Sipitang,2024,other_citizen,200,40500,0.49
Sabah,Sipitang,2024,indian,100,40500,0.25
Sabah,Semporna,2024,bumi_other,101200,199500,50.73
Sabah,Semporna,2024,other_noncitizen,91500,199500,45.86
Sabah,Semporna,2024,bumi_malay,4300,199500,2.16
Sabah,Semporna,2024,other_citizen,1400,199500,0.7
Sabah,Semporna,2024,chinese,1000,199500,0.5
Sabah,Semporna,2024,indian,100,199500,0.05
Sabah,Sandakan,2024,bumi_other,196900,499400,39.43
Sabah,Sandakan,2024,other_noncitizen,192200,499400,38.49
Sabah,Sandakan,2024,chinese,51900,499400,10.39
Sabah,Sandakan,2024,bumi_malay,51500,499400,10.31
Sabah,Sandakan,2024,other_citizen,6100,499400,1.22
Sabah,Sandakan,2024,indian,800,499400,0.16
Sabah,Ranau,2024,bumi_other,75000,88700,84.55
Sabah,Ranau,2024,bumi_malay,7300,88700,8.23
Sabah,Ranau,2024,other_noncitizen,5500,88700,6.2
Sabah,Ranau,2024,chinese,700,88700,0.79
Sabah,Ranau,2024,other_citizen,200,88700,0.23
Sabah,Ranau,2024,indian,0,88700,0.0
Sabah,Putatan,2024,bumi_other,46100,71100,64.84
Sabah,Putatan,2024,bumi_malay,14000,71100,19.69
Sabah,Putatan,2024,other_noncitizen,5600,71100,7.88
Sabah,Putatan,2024,chinese,3900,71100,5.49
Sabah,Putatan,2024,other_citizen,1200,71100,1.69
Sabah,Putatan,2024,indian,300,71100,0.42
Sabah,Pitas,2024,bumi_other,35100,38600,90.93
Sabah,Pitas,2024,other_noncitizen,2200,38600,5.7
Sabah,Pitas,2024,bumi_malay,800,38600,2.07
Sabah,Pitas,2024,chinese,300,38600,0.78
Sabah,Pitas,2024,other_citizen,200,38600,0.52
Sabah,Pitas,2024,indian,0,38600,0.0
Sabah,Penampang,2024,bumi_other,99200,167600,59.19
Sabah,Penampang,2024,chinese,32800,167600,19.57
Sabah,Penampang,2024,other_noncitizen,20000,167600,11.93
Sabah,Penampang,2024,bumi_malay,13200,167600,7.88
Sabah,Penampang,2024,other_citizen,1900,167600,1.13
Sabah,Penampang,2024,indian,500,167600,0.3
Sabah,Papar,2024,bumi_other,98400,156300,62.96
Sabah,Papar,2024,bumi_malay,38200,156300,24.44
Sabah,Papar,2024,other_noncitizen,13200,156300,8.45
Sabah,Papar,2024,chinese,5300,156300,3.39
Sabah,Papar,2024,other_citizen,1100,156300,0.7
Sabah,Papar,2024,indian,100,156300,0.06
Sabah,Nabawan,2024,bumi_other,28700,30700,93.49
Sabah,Nabawan,2024,other_noncitizen,1700,30700,5.54
Sabah,Nabawan,2024,bumi_malay,200,30700,0.65
Sabah,Nabawan,2024,chinese,100,30700,0.33
Sabah,Nabawan,2024,indian,0,30700,0.0
Sabah,Nabawan,2024,other_citizen,0,30700,0.0
Sabah,Lahad Datu,2024,bumi_other,123100,253800,48.5
Sabah,Lahad Datu,2024,other_noncitizen,102000,253800,40.19
Sabah,Lahad Datu,2024,bumi_malay,13400,253800,5.28
Sabah,Lahad Datu,2024,chinese,9900,253800,3.9
Sabah,Lahad Datu,2024,other_citizen,5000,253800,1.97
Sabah,Lahad Datu,2024,indian,400,253800,0.16
Sabah,Kunak,2024,other_noncitizen,43500,79600,54.65
Sabah,Kunak,2024,bumi_other,30900,79600,38.82
Sabah,Kunak,2024,bumi_malay,2300,79600,2.89
Sabah,Kunak,2024,other_citizen,2200,79600,2.76
Sabah,Kunak,2024,chinese,600,79600,0.75
Sabah,Kunak,2024,indian,100,79600,0.13
Sabah,Kudat,2024,bumi_other,70700,93100,75.94
Sabah,Kudat,2024,other_noncitizen,11900,93100,12.78
Sabah,Kudat,2024,bumi_malay,5700,93100,6.12
Sabah,Kudat,2024,chinese,4400,93100,4.73
Sabah,Kudat,2024,other_citizen,400,93100,0.43
Sabah,Kudat,2024,indian,0,93100,0.0
Sabah,Kuala Penyu,2024,bumi_other,15200,24500,62.04
Sabah,Kuala Penyu,2024,bumi_malay,7200,24500,29.39
Sabah,Kuala Penyu,2024,other_noncitizen,1700,24500,6.94
Sabah,Kuala Penyu,2024,chinese,200,24500,0.82
Sabah,Kuala Penyu,2024,other_citizen,200,24500,0.82
Sabah,Kuala Penyu,2024,indian,0,24500,0.0
Sabah,Kota Marudu,2024,bumi_other,66700,73700,90.5
