state,district,date,ethnicity,population,total_population_in_district,population_ratio_in_district
Sarawak,Telang Usan,2022,bumi_other,16900,17400,97.13
Sarawak,Telang Usan,2022,bumi_malay,200,17400,1.15
Sarawak,Telang Usan,2022,chinese,200,17400,1.15
Sarawak,Telang Usan,2022,other_noncitizen,100,17400,0.57
Sarawak,Telang Usan,2022,indian,0,17400,0.0
Sarawak,Telang Usan,2022,other_citizen,0,17400,0.0
Sarawak,Tebedu,2022,bumi_other,23800,25200,94.44
Sarawak,Tebedu,2022,bumi_malay,600,25200,2.38
Sarawak,Tebedu,2022,chinese,400,25200,1.59
Sarawak,Tebedu,2022,other_noncitizen,400,25200,1.59
Sarawak,Tebedu,2022,indian,0,25200,0.0
Sarawak,Tebedu,2022,other_citizen,0,25200,0.0
Sarawak,Tatau,2022,bumi_other,25800,31900,80.88
Sarawak,Tatau,2022,other_noncitizen,3200,31900,10.03
Sarawak,Tatau,2022,bumi_malay,1400,31900,4.39
Sarawak,Tatau,2022,chinese,1300,31900,4.08
Sarawak,Tatau,2022,other_citizen,200,31900,0.63
Sarawak,Tatau,2022,indian,0,31900,0.0
Sarawak,Tanjung Manis,2022,bumi_other,6400,8000,80.0
Sarawak,Tanjung Manis,2022,bumi_malay,900,8000,11.25
Sarawak,Tanjung Manis,2022,other_noncitizen,600,8000,7.5
Sarawak,Tanjung Manis,2022,chinese,100,8000,1.25
Sarawak,Tanjung Manis,2022,indian,0,8000,0.0
Sarawak,Tanjung Manis,2022,other_citizen,0,8000,0.0
Sarawak,Subis,2022,bumi_other,33900,56600,59.89
Sarawak,Subis,2022,other_noncitizen,13600,56600,24.03
Sarawak,Subis,2022,bumi_malay,6700,56600,11.84
Sarawak,Subis,2022,chinese,2000,56600,3.53
Sarawak,Subis,2022,other_citizen,400,56600,0.71
Sarawak,Subis,2022,indian,0,56600,0.0
Sarawak,Sri Aman,2022,bumi_other,38300,61100,62.68
Sarawak,Sri Aman,2022,bumi_malay,14200,61100,23.24
Sarawak,Sri Aman,2022,chinese,7200,61100,11.78
Sarawak,Sri Aman,2022,other_noncitizen,1300,61100,2.13
Sarawak,Sri Aman,2022,other_citizen,100,61100,0.16
Sarawak,Sri Aman,2022,indian,0,61100,0.0
Sarawak,Song,2022,bumi_other,9000,10000,90.0
Sarawak,Song,2022,bumi_malay,500,10000,5.0
Sarawak,Song,2022,chinese,500,10000,5.0
Sarawak,Song,2022,indian,0,10000,0.0
Sarawak,Song,2022,other_citizen,0,10000,0.0
Sarawak,Song,2022,other_noncitizen,0,10000,0.0
Sarawak,Simunjan,2022,bumi_malay,19800,36600,54.1
Sarawak,Simunjan,2022,bumi_other,13600,36600,37.16
Sarawak,Simunjan,2022,other_noncitizen,2000,36600,5.46
Sarawak,Simunjan,2022,chinese,900,36600,2.46
Sarawak,Simunjan,2022,other_citizen,300,36600,0.82
Sarawak,Simunjan,2022,indian,0,36600,0.0
Sarawak,Sibu,2022,chinese,114600,249000,46.02
Sarawak,Sibu,2022,bumi_other,96300,249000,38.67
Sarawak,Sibu,2022,bumi_malay,25000,249000,10.04
Sarawak,Sibu,2022,other_noncitizen,12300,249000,4.94
Sarawak,Sibu,2022,other_citizen,600,249000,0.24
Sarawak,Sibu,2022,indian,200,249000,0.08
Sarawak,Serian,2022,bumi_other,59800,85900,69.62
Sarawak,Serian,2022,chinese,14400,85900,16.76
Sarawak,Serian,2022,bumi_malay,10000,85900,11.64
Sarawak,Serian,2022,other_noncitizen,1500,85900,1.75
Sarawak,Serian,2022,indian,100,85900,0.12
Sarawak,Serian,2022,other_citizen,100,85900,0.12
Sarawak,Selangau,2022,bumi_other,18000,19900,90.45
Sarawak,Selangau,2022,other_noncitizen,1100,19900,5.53
Sarawak,Selangau,2022,chinese,500,19900,2.51
Sarawak,Selangau,2022,bumi_malay,300,19900,1.51
Sarawak,Selangau,2022,indian,0,19900,0.0
Sarawak,Selangau,2022,other_citizen,0,19900,0.0
Sarawak,Sebauh,2022,bumi_other,18800,29100,64.6
Sarawak,Sebauh,2022,other_noncitizen,8300,29100,28.52
Sarawak,Sebauh,2022,bumi_malay,1200,29100,4.12
Sarawak,Sebauh,2022,chinese,700,29100,2.41
Sarawak,Sebauh,2022,other_citizen,100,29100,0.34
Sarawak,Sebauh,2022,indian,0,29100,0.0
Sarawak,Sarikei,2022,bumi_other,19400,44500,43.6
Sarawak,Sarikei,2022,chinese,17000,44500,38.2
Sarawak,Sarikei,2022,bumi_malay,7500,44500,16.85
Sarawak,Sarikei,2022,other_noncitizen,500,44500,1.12
Sarawak,Sarikei,2022,other_citizen,100,44500,0.22
Sarawak,Sarikei,2022,indian,0,44500,0.0
Sarawak,Saratok,2022,bumi_other,15500,23100,67.1
Sarawak,Saratok,2022,bumi_malay,6300,23100,27.27
Sarawak,Saratok,2022,chinese,1100,23100,4.76
Sarawak,Saratok,2022,other_noncitizen,200,23100,0.87
Sarawak,Saratok,2022,indian,0,23100,0.0
Sarawak,Saratok,2022,other_citizen,0,23100,0.0
Sarawak,Samarahan,2022,bumi_malay,60000,133500,44.94
Sarawak,Samarahan,2022,bumi_other,47400,133500,35.51
Sarawak,Samarahan,2022,chinese,23800,133500,17.83
Sarawak,Samarahan,2022,other_noncitizen,1300,133500,0.97
Sarawak,Samarahan,2022,indian,700,133500,0.52
Sarawak,Samarahan,2022,other_citizen,300,133500,0.22
Sarawak,Pusa,2022,bumi_malay,17900,19700,90.86
Sarawak,Pusa,2022,bumi_other,900,19700,4.57
Sarawak,Pusa,2022,other_noncitizen,700,19700,3.55
Sarawak,Pusa,2022,chinese,200,19700,1.02
Sarawak,Pusa,2022,indian,0,19700,0.0
Sarawak,Pusa,2022,other_citizen,0,19700,0.0
Sarawak,Pakan,2022,bumi_other,15100,15500,97.42
Sarawak,Pakan,2022,chinese,200,15500,1.29
Sarawak,Pakan,2022,bumi_malay,100,15500,0.65
Sarawak,Pakan,2022,other_noncitizen,100,15500,0.65
Sarawak,Pakan,2022,indian,0,15500,0.0
Sarawak,Pakan,2022,other_citizen,0,15500,0.0
Sarawak,Mukah,2022,bumi_other,31700,42500,74.59
Sarawak,Mukah,2022,other_noncitizen,4200,42500,9.88
Sarawak,Mukah,2022,bumi_malay,3300,42500,7.76
Sarawak,Mukah,2022,chinese,3200,42500,7.53
Sarawak,Mukah,2022,other_citizen,100,42500,0.24
Sarawak,Mukah,2022,indian,0,42500,0.0
Sarawak,Miri,2022,bumi_other,115500,251200,45.98
Sarawak,Miri,2022,chinese,73700,251200,29.34
Sarawak,Miri,2022,bumi_malay,48800,251200,19.43
Sarawak,Miri,2022,other_noncitizen,11700,251200,4.66
Sarawak,Miri,2022,other_citizen,800,251200,0.32
Sarawak,Miri,2022,indian,700,251200,0.28
Sarawak,Matu,2022,bumi_other,13200,16400,80.49
Sarawak,Matu,2022,other_noncitizen,2200,16400,13.41
Sarawak,Matu,2022,bumi_malay,600,16400,3.66
Sarawak,Matu,2022,chinese,300,16400,1.83
Sarawak,Matu,2022,other_citizen,100,16400,0.61
Sarawak,Matu,2022,indian,0,16400,0.0
Sarawak,Marudi,2022,bumi_other,12000,18900,63.49
Sarawak,Marudi,2022,bumi_malay,2500,18900,13.23
Sarawak,Marudi,2022,other_noncitizen,2200,18900,11.64
Sarawak,Marudi,2022,chinese,2000,18900,10.58
Sarawak,Marudi,2022,other_citizen,200,18900,1.06
Sarawak,Marudi,2022,indian,0,18900,0.0
Sarawak,Maradong,2022,bumi_other,9400,20500,45.85
Sarawak,Maradong,2022,chinese,7400,20500,36.1
Sarawak,Maradong,2022,bumi_malay,3200,20500,15.61
Sarawak,Maradong,2022,other_noncitizen,400,20500,1.95
Sarawak,Maradong,2022,other_citizen,100,20500,0.49
Sarawak,Maradong,2022,indian,0,20500,0.0
Sarawak,Lundu,2022,bumi_other,17100,33800,50.59
Sarawak,Lundu,2022,bumi_malay,10900,33800,32.25
Sarawak,Lundu,2022,chinese,3200,33800,9.47
Sarawak,Lundu,2022,other_noncitizen,2500,33800,7.4
Sarawak,Lundu,2022,other_citizen,100,33800,0.3
Sarawak,Lundu,2022,indian,0,33800,0.0
Sarawak,Lubok Antu,2022,bumi_other,21600,24600,87.8
Sarawak,Lubok Antu,2022,chinese,1400,24600,5.69
Sarawak,Lubok Antu,2022,bumi_malay,900,24600,3.66
Sarawak,Lubok Antu,2022,other_noncitizen,700,24600,2.85
Sarawak,Lubok Antu,2022,indian,0,24600,0.0
Sarawak,Lubok Antu,2022,other_citizen,0,24600,0.0
Sarawak,Limbang,2022,bumi_other,26300,45500,57.8
Sarawak,Limbang,2022,bumi_malay,12900,45500,28.35
Sarawak,Limbang,2022,chinese,5100,45500,11.21
Sarawak,Limbang,2022,other_noncitizen,1100,45500,2.42
Sarawak,Limbang,2022,other_citizen,100,45500,0.22
Sarawak,Limbang,2022,indian,0,45500,0.0
Sarawak,Lawas,2022,bumi_other,18200,37200,48.92
Sarawak,Lawas,2022,bumi_malay,14700,37200,39.52
Sarawak,Lawas,2022,chinese,2400,37200,6.45
Sarawak,Lawas,2022,other_noncitizen,1700,37200,4.57
Sarawak,Lawas,2022,other_citizen,200,37200,0.54
Sarawak,Lawas,2022,indian,0,37200,0.0
Sarawak,Kuching,2022,bumi_malay,229700,615900,37.3
Sarawak,Kuching,2022,chinese,218700,615900,35.51
