state,district,date,ethnicity,population
Melaka,Melaka Tengah,2021,bumi_malay,365500
Melaka,Melaka Tengah,2021,chinese,164200
Melaka,Melaka Tengah,2021,other_noncitizen,36000
Melaka,Melaka Tengah,2021,indian,22100
Melaka,Melaka Tengah,2021,bumi_other,5800
Melaka,Melaka Tengah,2021,other_citizen,4000
Melaka,Jasin,2021,bumi_malay,113700
Melaka,Jasin,2021,other_noncitizen,15500
Melaka,Jasin,2021,chinese,12900
Melaka,Jasin,2021,indian,12100
Melaka,Jasin,2021,bumi_other,1100
Melaka,Jasin,2021,other_citizen,500
Melaka,Alor Gajah,2021,bumi_malay,183900
Melaka,Alor Gajah,2021,chinese,27800
Melaka,Alor Gajah,2021,indian,18200
Melaka,Alor Gajah,2021,other_noncitizen,17800
Melaka,Alor Gajah,2021,bumi_other,2600
Melaka,Alor Gajah,2021,other_citizen,700
